"FrontEN","BackEN","FrontES","BackES","Tags","Category","Page"
"What is the Meta-Modeling Guideline 'Model the Problem, Not the Tool'?","A fundamental principle stating that meta-models should describe domain concepts, not the implementation components of the tools that will process the models. The meta-model represents the language structure, not the software architecture.","¿Qué es la Directriz de Meta-modelado 'Modelar el Problema, No la Herramienta'?","Un principio fundamental que establece que los meta-modelos deben describir conceptos del dominio, no los componentes de implementación de las herramientas que procesarán los modelos. El meta-modelo representa la estructura del lenguaje, no la arquitectura del software.","definition guideline meta-modeling","Meta-modeling","64"
"What problem does the guideline 'Model the Problem, Not the Tool' solve?","To prevent confusion between domain modeling and tool architecture design, ensuring the meta-model stays focused on language concepts rather than infrastructure concerns.","¿Qué problema resuelve la directriz 'Modelar el Problema, No la Herramienta'?","Prevenir confusión entre modelado de dominio y diseño de arquitectura de herramientas, asegurando que el meta-modelo permanezca enfocado en conceptos del lenguaje en lugar de preocupaciones de infraestructura.","purpose guideline meta-modeling","Meta-modeling","64"
"What is the Meta-Modeling Guideline 'Avoid Scope Creep'?","Design principle emphasizing that meta-models should contain only what is absolutely necessary, with as few concepts as possible. Focus on about 80% of needs and provide escape mechanisms for complex edge cases.","¿Qué es la Directriz de Meta-modelado 'Evitar el Crecimiento de Alcance'?","Principio de diseño que enfatiza que los meta-modelos deben contener solo lo que es absolutamente necesario para el dominio objetivo, resistiendo la tentación de agregar características 'por si acaso'.","definition guideline scope-creep meta-modeling","Meta-modeling","64"
"What problem does the guideline 'Avoid Scope Creep' solve?","To keep languages small, maintainable, fast to learn, and less expensive to implement and evolve. Prevents over-design and premature feature addition.","¿Qué problema resuelve la directriz 'Evitar el Crecimiento de Alcance'?","Mantener los lenguajes pequeños, mantenibles, rápidos de aprender y menos costosos de implementar al prevenir características innecesarias.","purpose guideline scope-creep meta-modeling","Meta-modeling","64"
"When would you apply the guideline 'Avoid Scope Creep'?","- During initial language design
- When deciding whether to add new language features
- When reviewing and simplifying existing meta-models
- When planning language evolution","¿Cuándo aplicarías la directriz 'Evitar el Crecimiento de Alcance'?","- Durante el diseño inicial del lenguaje
- Al decidir si agregar nuevas características del lenguaje
- Cuando las partes interesadas solicitan características adicionales
- Al revisar y refinar meta-modelos existentes","when-to-use guideline scope-creep meta-modeling","Meta-modeling","64"
"What is the Meta-Modeling Guideline 'Use Abstraction Wisely'?","Principle stating that the level of abstraction and detail in a meta-model should be sufficient and necessary for the intended applications, not arbitrarily abstract or concrete.","¿Qué es la Directriz de Meta-modelado 'Usar Abstracción Sabiamente'?","Principio que establece que el nivel de abstracción y detalle en un meta-modelo debe coincidir con el dominio y las necesidades de los usuarios, evitando tanto sobre-abstracción como sub-abstracción.","definition guideline abstraction meta-modeling","Meta-modeling","64"
"What is the Meta-Modeling Guideline 'Strive for Simplicity'?","Core principle that a DSL must be simple, with minimal concepts and no redundancy (ability to express same things multiple ways). Accept that the language will be incomplete.","¿Qué es la Directriz de Meta-modelado 'Esforzarse por la Simplicidad'?","Principio fundamental de que un DSL debe ser simple, con conceptos mínimos y sin redundancia. La simplicidad mejora la usabilidad, mantenibilidad y reduce costos de implementación.","definition guideline simplicity meta-modeling","Meta-modeling","64"
"What problem does the guideline 'Strive for Simplicity' solve?","To create maintainable, learnable languages that cover practical cases rather than all possible cases.","¿Qué problema resuelve la directriz 'Esforzarse por la Simplicidad'?","Crear lenguajes mantenibles y aprendibles que cubran casos prácticos en lugar de todos los casos teóricos posibles, equilibrando expresividad con simplicidad.","purpose guideline simplicity meta-modeling","Meta-modeling","64"
"What are the benefits and drawbacks of the guideline 'Strive for Simplicity'?","**Benefits:**
- Fewer resources needed for implementation
- Easier for users to learn
- Lower maintenance costs
- Clearer semantics

**Drawbacks:**
- Language will be incomplete - won't cover all possible cases","¿Cuáles son los beneficios y desventajas de la directriz 'Esforzarse por la Simplicidad'?","**Beneficios:**
- Menos recursos necesarios para implementación
- Más fácil para los usuarios aprender
- Más fácil de mantener y evolucionar
- Menos errores debido a menor complejidad

**Desventajas:**
- Puede limitar expresividad para casos extremos
- Requiere juzgar cuidadosamente qué incluir
- Puede requerir mecanismos de escape para casos no cubiertos","benefits-drawbacks guideline simplicity meta-modeling","Meta-modeling","64"
"What is the Meta-Modeling Guideline 'Prepare Language to Grow'?","Design principle recognizing that keeping a language simple is only safe if protective measures against trivialization are taken. Few languages never need evolution, so plan for iterative growth.","¿Qué es la Directriz de Meta-modelado 'Preparar el Lenguaje para Crecer'?","Principio de diseño que reconoce que mantener un lenguaje simple solo es seguro si se protege contra posibles limitaciones, proporcionando mecanismos de extensibilidad y escape.","definition guideline evolution meta-modeling","Meta-modeling","65"
"What problem does the guideline 'Prepare Language to Grow' solve?","To balance simplicity with extensibility, ensuring users can work around limitations without making the core language complex.","¿Qué problema resuelve la directriz 'Preparar el Lenguaje para Crecer'?","Equilibrar simplicidad con extensibilidad, asegurando que los usuarios puedan trabajar alrededor de limitaciones sin hacer el lenguaje innecesariamente complejo desde el inicio.","purpose guideline evolution meta-modeling","Meta-modeling","65"
"What are the key components of the guideline 'Prepare Language to Grow'?","- **Escape Mechanisms**: Constructs allowing users to call lower-level code or circumvent limitations
- **Extension Points**: APIs or hooks for customization
- **Internal DSL Option**: Implementing language as internal DSL for host language access","¿Cuáles son los componentes clave de la directriz 'Preparar el Lenguaje para Crecer'?","- **Mecanismos de Escape**: Construcciones que permiten a los usuarios llamar código de nivel inferior o personalizado
- **Puntos de Extensión**: Lugares donde se pueden agregar nuevas características sin romper lo existente
- **Mecanismos de Composición**: Formas de combinar o extender conceptos del lenguaje","key-components guideline evolution meta-modeling","Meta-modeling","65"
"What is the Meta-Modeling Guideline 'Avoid Designing Programming Constructs'?","Guideline stating that if a DSL becomes dominated by typical programming constructs (loops, branching, functions, classes), it's a bad sign indicating the abstraction is not close enough to the domain.","¿Qué es la Directriz de Meta-modelado 'Evitar Diseñar Construcciones de Programación'?","Directriz que establece que si un DSL se vuelve dominado por construcciones de programación típicas (bucles, condicionales, variables), es mejor usar un lenguaje de programación de propósito general en su lugar.","definition guideline domain-focus meta-modeling","Meta-modeling","65"
"What problem does the guideline 'Avoid Designing Programming Constructs' solve?","To keep DSLs focused on domain problems rather than general-purpose programming, ensuring appropriate abstraction level.","¿Qué problema resuelve la directriz 'Evitar Diseñar Construcciones de Programación'?","Mantener los DSLs enfocados en problemas de dominio en lugar de programación de propósito general, evitando reinventar construcciones de programación mal.","purpose guideline domain-focus meta-modeling","Meta-modeling","65"
